Entity,Code,Year,Renewables per capita (kWh)
Iraq,IRQ,1999,433.57
Iraq,IRQ,2000,377.878
Iraq,IRQ,2001,421.919
Iraq,IRQ,2002,501.498
Iraq,IRQ,2003,505.236
Iraq,IRQ,2004,591.514
Iraq,IRQ,2005,488.959
Iraq,IRQ,2006,486.013
Iraq,IRQ,2007,434.57
Iraq,IRQ,2008,272.664
Iraq,IRQ,2009,256.271
Iraq,IRQ,2010,316.919
Iraq,IRQ,2011,286.728
Iraq,IRQ,2012,355.139
Iraq,IRQ,2013,359.441
Iraq,IRQ,2014,213.913
Iraq,IRQ,2015,185.148
Iraq,IRQ,2016,235.505
Iraq,IRQ,2017,148.683
Iraq,IRQ,2018,121.25
Iraq,IRQ,2019,159.691
Ireland,IRL,1965,926.612
Ireland,IRL,1966,831.854
Ireland,IRL,1967,783.234
Ireland,IRL,1968,745.253
Ireland,IRL,1969,560.666
Ireland,IRL,1970,766.535
Ireland,IRL,1971,438.935
Ireland,IRL,1972,638.108
Ireland,IRL,1973,585.632
Ireland,IRL,1974,712.084
Ireland,IRL,1975,463.421
Ireland,IRL,1976,516.484
Ireland,IRL,1977,637.545
Ireland,IRL,1978,588.444
Ireland,IRL,1979,686.324
Ireland,IRL,1980,687.15
Ireland,IRL,1981,698.601
Ireland,IRL,1982,645.363
Ireland,IRL,1983,622.154
Ireland,IRL,1984,544.735
Ireland,IRL,1985,662.49
Ireland,IRL,1986,725.865
Ireland,IRL,1987,542.102
Ireland,IRL,1988,689.897
Ireland,IRL,1989,552.232
Ireland,IRL,1990,551.442
Ireland,IRL,1991,589.035
Ireland,IRL,1992,646.838
Ireland,IRL,1993,610.847
Ireland,IRL,1994,731.038
Ireland,IRL,1995,563.755
Ireland,IRL,1996,585.488
Ireland,IRL,1997,615.527
Ireland,IRL,1998,881.272
Ireland,IRL,1999,836.871
Ireland,IRL,2000,870.166
Ireland,IRL,2001,737.759
Ireland,IRL,2002,968.999
Ireland,IRL,2003,779.042
Ireland,IRL,2004,930.001
Ireland,IRL,2005,1217.073
Ireland,IRL,2006,1563.634
Ireland,IRL,2007,1716.791
Ireland,IRL,2008,2144.615
Ireland,IRL,2009,2398.327
Ireland,IRL,2010,2135.547
Ireland,IRL,2011,3061.908
Ireland,IRL,2012,2936.59
Ireland,IRL,2013,3119.713
Ireland,IRL,2014,3512.846
Ireland,IRL,2015,4273.479
Ireland,IRL,2016,4025.154
Ireland,IRL,2017,4669.149
Ireland,IRL,2018,5257.814
Ireland,IRL,2019,5830.545
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,1.473
Israel,ISR,1982,1.448
Israel,ISR,1983,0.712
Israel,ISR,1984,1.4
Israel,ISR,1985,1.377
Israel,ISR,1986,4.064
Israel,ISR,1987,6.666
Israel,ISR,1988,6.548
Israel,ISR,1989,1.923
Israel,ISR,1990,1.874
Israel,ISR,1991,3.632
Israel,ISR,1992,16.948
Israel,ISR,1993,14.653
Israel,ISR,1994,12.513
Israel,ISR,1995,13.175
Israel,ISR,1996,12.291
Israel,ISR,1997,12.474
Israel,ISR,1998,12.185
Israel,ISR,1999,15.737
Israel,ISR,2000,14.482
Israel,ISR,2001,9.107
Israel,ISR,2002,14.223
Israel,ISR,2003,18.66
Israel,ISR,2004,16.504
Israel,ISR,2005,16.068
Israel,ISR,2006,10.002
Israel,ISR,2007,9.311
Israel,ISR,2008,12.031
Israel,ISR,2009,36.123
Israel,ISR,2010,60.339
Israel,ISR,2011,104.185
Israel,ISR,2012,163.712
Israel,ISR,2013,188.932
Israel,ISR,2014,298.462
Israel,ISR,2015,399.378
Israel,ISR,2016,528.048
Israel,ISR,2017,512.676
Israel,ISR,2018,522.488
Israel,ISR,2019,845.189
Italy,ITA,1965,2435.536
Italy,ITA,1966,2511.436
Italy,ITA,1967,2427.174
Italy,ITA,1968,2435.733
Italy,ITA,1969,2350.465
Italy,ITA,1970,2314.912
Italy,ITA,1971,2231.337
Italy,ITA,1972,2311.702
Italy,ITA,1973,2103.869
Italy,ITA,1974,2124.857
Italy,ITA,1975,2262.183
Italy,ITA,1976,2150.081
Italy,ITA,1977,2732.511
Italy,ITA,1978,2446.018
Italy,ITA,1979,2461.029
Italy,ITA,1980,2425.56
Italy,ITA,1981,2286.083
Italy,ITA,1982,2205.845
Italy,ITA,1983,2194.135
Italy,ITA,1984,2240.914
Italy,ITA,1985,2161.455
Italy,ITA,1986,2173.955
Italy,ITA,1987,2104.872
Italy,ITA,1988,2166.131
Italy,ITA,1989,1814.771
Italy,ITA,1990,1699.492
Italy,ITA,1991,2215.824
Italy,ITA,1992,2224.699
Italy,ITA,1993,2196.215
Italy,ITA,1994,2342.072
Italy,ITA,1995,2014.206
Italy,ITA,1996,2249.954
Italy,ITA,1997,2255.555
Italy,ITA,1998,2275.221
Italy,ITA,1999,2515.917
Italy,ITA,2000,2493.005
Italy,ITA,2001,2637.076
Italy,ITA,2002,2316.763
Italy,ITA,2003,2218.013
Italy,ITA,2004,2564.076
Italy,ITA,2005,2268.795
Italy,ITA,2006,2349.101
Italy,ITA,2007,2191.06
Italy,ITA,2008,2741.789
Italy,ITA,2009,3292.735
Italy,ITA,2010,3650.998
Italy,ITA,2011,3871.756
Italy,ITA,2012,4260.053
Italy,ITA,2013,5010.942
Italy,ITA,2014,5291.623
Italy,ITA,2015,4743.923
Italy,ITA,2016,4656.562
Italy,ITA,2017,4463.296
Italy,ITA,2018,4883.847
Italy,ITA,2019,4762.984
Japan,JPN,1965,2146.391
Japan,JPN,1966,2213.109
Japan,JPN,1967,1888.644
Japan,JPN,1968,1997.845
Japan,JPN,1969,2022.356
Japan,JPN,1970,2002.485
Japan,JPN,1971,2203.797
Japan,JPN,1972,2195.669
Japan,JPN,1973,1700.008
Japan,JPN,1974,2076.337
Japan,JPN,1975,2070.356
Japan,JPN,1976,2051.528
Japan,JPN,1977,1778.066
Japan,JPN,1978,1698.963
Japan,JPN,1979,1945.298
Japan,JPN,1980,2107.4
Japan,JPN,1981,2075.867
Japan,JPN,1982,2124.513
Japan,JPN,1983,2198.255
Japan,JPN,1984,1919.318
Japan,JPN,1985,2178.172
Japan,JPN,1986,2145.408
Japan,JPN,1987,2021.825
Japan,JPN,1988,2388.766
Japan,JPN,1989,2435.85
Japan,JPN,1990,2191.706
Japan,JPN,1991,2358.386
Japan,JPN,1992,2036.977
Japan,JPN,1993,2301.713
Japan,JPN,1994,1718.073
Japan,JPN,1995,2047.171
Japan,JPN,1996,2028.371
Japan,JPN,1997,2254.195
Japan,JPN,1998,2303.259
Japan,JPN,1999,2193.261
Japan,JPN,2000,2200.724
Japan,JPN,2001,2124.52
Japan,JPN,2002,2114.922
Japan,JPN,2003,2385.596
Japan,JPN,2004,2373.987
Japan,JPN,2005,2154.558
Japan,JPN,2006,2382.454
Japan,JPN,2007,2103.606
Japan,JPN,2008,2094.658
Japan,JPN,2009,1984.91
Japan,JPN,2010,2398.334
Japan,JPN,2011,2288.779
Japan,JPN,2012,2232.896
Japan,JPN,2013,2405.333
Japan,JPN,2014,2658.675
Japan,JPN,2015,3044.241
Japan,JPN,2016,2797.594
Japan,JPN,2017,3158.677
Japan,JPN,2018,3473.436
Japan,JPN,2019,3807.995
Kazakhstan,KAZ,1985,923.883
Kazakhstan,KAZ,1986,837.871
Kazakhstan,KAZ,1987,992.713
Kazakhstan,KAZ,1988,1198.372
Kazakhstan,KAZ,1989,1240.62
Kazakhstan,KAZ,1990,1248.848
Kazakhstan,KAZ,1991,1221.524
Kazakhstan,KAZ,1992,1169.861
Kazakhstan,KAZ,1993,1309.665
Kazakhstan,KAZ,1994,1591.39
Kazakhstan,KAZ,1995,1461.057
Kazakhstan,KAZ,1996,1302.706
Kazakhstan,KAZ,1997,1171.803
Kazakhstan,KAZ,1998,1122.998
Kazakhstan,KAZ,1999,1133.969
Kazakhstan,KAZ,2000,1401.836
Kazakhstan,KAZ,2001,1495.765
Kazakhstan,KAZ,2002,1627.576
Kazakhstan,KAZ,2003,1556.051
Kazakhstan,KAZ,2004,1430.129
Kazakhstan,KAZ,2005,1371.913
Kazakhstan,KAZ,2006,1335.202
Kazakhstan,KAZ,2007,1382.328
Kazakhstan,KAZ,2008,1241.465
Kazakhstan,KAZ,2009,1124.917
Kazakhstan,KAZ,2010,1287.001
Kazakhstan,KAZ,2011,1238.842
Kazakhstan,KAZ,2012,1174.706
Kazakhstan,KAZ,2013,1163.297
Kazakhstan,KAZ,2014,1217.424
Kazakhstan,KAZ,2015,1360.124
Kazakhstan,KAZ,2016,1690.447
Kazakhstan,KAZ,2017,1610.17
Kazakhstan,KAZ,2018,1479.473
Kazakhstan,KAZ,2019,1438.711
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0.132
Kuwait,KWT,2014,2.26
Kuwait,KWT,2015,3.357
Kuwait,KWT,2016,31.023
Kuwait,KWT,2017,40.886
Kuwait,KWT,2018,49.984
Kuwait,KWT,2019,94.099
Latvia,LVA,1985,3205.775
Latvia,LVA,1986,3203.492
Latvia,LVA,1987,3911.349
Latvia,LVA,1988,3145.466
Latvia,LVA,1989,3760.253
Latvia,LVA,1990,4688.025
Latvia,LVA,1991,3434.213
Latvia,LVA,1992,2672.818
Latvia,LVA,1993,3092.875
Latvia,LVA,1994,3608.712
Latvia,LVA,1995,3252.927
Latvia,LVA,1996,2085.296
Latvia,LVA,1997,3346.245
Latvia,LVA,1998,4933.959
Latvia,LVA,1999,3182.681
Latvia,LVA,2000,3290.458
Latvia,LVA,2001,3321.284
Latvia,LVA,2002,2920.581
Latvia,LVA,2003,2762.167
Latvia,LVA,2004,3796.226
Latvia,LVA,2005,4079.008
Latvia,LVA,2006,3348.105
Latvia,LVA,2007,3417.598
Latvia,LVA,2008,3905.522
Latvia,LVA,2009,4345.524
Latvia,LVA,2010,4472.755
Latvia,LVA,2011,3809.479
Latvia,LVA,2012,5099.481
Latvia,LVA,2013,4423.399
Latvia,LVA,2014,3480.775
Latvia,LVA,2015,3525.21
Latvia,LVA,2016,4436.411
Latvia,LVA,2017,6998.596
Latvia,LVA,2018,4510.034
Latvia,LVA,2019,4206.245
Lithuania,LTU,1985,306.731
Lithuania,LTU,1986,297.168
Lithuania,LTU,1987,277.541
Lithuania,LTU,1988,291.969
Lithuania,LTU,1989,289.987
Lithuania,LTU,1990,311.147
Lithuania,LTU,1991,253.96
Lithuania,LTU,1992,234.243
Lithuania,LTU,1993,297.376
Lithuania,LTU,1994,344.082
Lithuania,LTU,1995,285.666
Lithuania,LTU,1996,251.264
Lithuania,LTU,1997,228.895
Lithuania,LTU,1998,325.832
Lithuania,LTU,1999,325.872
Lithuania,LTU,2000,269.132
Lithuania,LTU,2001,260.166
Lithuania,LTU,2002,284.302
Lithuania,LTU,2003,265.015
Lithuania,LTU,2004,342.439
Lithuania,LTU,2005,369.617
Lithuania,LTU,2006,352.672
Lithuania,LTU,2007,473.3
Lithuania,LTU,2008,494.594
Lithuania,LTU,2009,566.607
Lithuania,LTU,2010,760.342
Lithuania,LTU,2011,934.71
Lithuania,LTU,2012,1000.115
Lithuania,LTU,2013,1298.16
Lithuania,LTU,2014,1293.528
Lithuania,LTU,2015,1449.265
Lithuania,LTU,2016,1817.44
Lithuania,LTU,2017,2228.736
Lithuania,LTU,2018,1903.3
Lithuania,LTU,2019,2188.223
Luxembourg,LUX,1965,727.374
Luxembourg,LUX,1966,650.595
Luxembourg,LUX,1967,729.849
Luxembourg,LUX,1968,741.006
Luxembourg,LUX,1969,641.001
Luxembourg,LUX,1970,704.363
Luxembourg,LUX,1971,395.793
Luxembourg,LUX,1972,462.657
Luxembourg,LUX,1973,404.957
Luxembourg,LUX,1974,593.06
Luxembourg,LUX,1975,508.043
Luxembourg,LUX,1976,317.414
Luxembourg,LUX,1977,708.953
Luxembourg,LUX,1978,691.021
Luxembourg,LUX,1979,747.292
Luxembourg,LUX,1980,772.604
Luxembourg,LUX,1981,838.676
Luxembourg,LUX,1982,760.046
Luxembourg,LUX,1983,743.783
Luxembourg,LUX,1984,796.206
Luxembourg,LUX,1985,663.117
Luxembourg,LUX,1986,776.055
Luxembourg,LUX,1987,914.054
Luxembourg,LUX,1988,853.907
Luxembourg,LUX,1989,654.498
Luxembourg,LUX,1990,599.95
Luxembourg,LUX,1991,705.067
Luxembourg,LUX,1992,580.918
Luxembourg,LUX,1993,571.733
Luxembourg,LUX,1994,698.453
Luxembourg,LUX,1995,731.843
Luxembourg,LUX,1996,506.227
Luxembourg,LUX,1997,680.682
Luxembourg,LUX,1998,932.891
Luxembourg,LUX,1999,785.319
Luxembourg,LUX,2000,1087.15
Luxembourg,LUX,2001,1051.782
Luxembourg,LUX,2002,934.259
Luxembourg,LUX,2003,860.204
Luxembourg,LUX,2004,1169.23
Luxembourg,LUX,2005,1227.775
Luxembourg,LUX,2006,1408.912
Luxembourg,LUX,2007,1479.426
Luxembourg,LUX,2008,1536.946
Luxembourg,LUX,2009,1413.67
Luxembourg,LUX,2010,1375.703
Luxembourg,LUX,2011,1227.192
Luxembourg,LUX,2012,1494.309
Luxembourg,LUX,2013,1745.355
Luxembourg,LUX,2014,1823.303
Luxembourg,LUX,2015,1922.022
Luxembourg,LUX,2016,1985.789
Luxembourg,LUX,2017,2535.116
Luxembourg,LUX,2018,2816.547
Luxembourg,LUX,2019,3113.266
Malaysia,MYS,1965,171.151
Malaysia,MYS,1966,196.346
Malaysia,MYS,1967,200.467
Malaysia,MYS,1968,216.871
Malaysia,MYS,1969,267.008
Malaysia,MYS,1970,309.042
Malaysia,MYS,1971,262.661
Malaysia,MYS,1972,283.076
Malaysia,MYS,1973,265.486
Malaysia,MYS,1974,235.401
Malaysia,MYS,1975,229.54
Malaysia,MYS,1976,211.191
Malaysia,MYS,1977,167.014
Malaysia,MYS,1978,191.342
Malaysia,MYS,1979,227.738
Malaysia,MYS,1980,283.607
Malaysia,MYS,1981,306.859
Malaysia,MYS,1982,288.445
Malaysia,MYS,1983,327.883
Malaysia,MYS,1984,631.08
Malaysia,MYS,1985,671.058
Malaysia,MYS,1986,713.422
Malaysia,MYS,1987,834.891
Malaysia,MYS,1988,934.891
Malaysia,MYS,1989,839.018
Malaysia,MYS,1990,620.369
Malaysia,MYS,1991,667.344
Malaysia,MYS,1992,626.51
Malaysia,MYS,1993,691.843
Malaysia,MYS,1994,901.409
Malaysia,MYS,1995,843.042
Malaysia,MYS,1996,685.128
Malaysia,MYS,1997,537.573
Malaysia,MYS,1998,559.827
Malaysia,MYS,1999,925.722
Malaysia,MYS,2000,905.994
Malaysia,MYS,2001,772.911
Malaysia,MYS,2002,659.139
Malaysia,MYS,2003,607.381
Malaysia,MYS,2004,660.806
Malaysia,MYS,2005,690.975
Malaysia,MYS,2006,708.684
Malaysia,MYS,2007,667.719
Malaysia,MYS,2008,833.889
Malaysia,MYS,2009,783.525
Malaysia,MYS,2010,704.709
Malaysia,MYS,2011,867.729
Malaysia,MYS,2012,953.43
Malaysia,MYS,2013,1133.191
Malaysia,MYS,2014,1219.158
Malaysia,MYS,2015,1249.212
Malaysia,MYS,2016,1728.763
Malaysia,MYS,2017,2245.702
Malaysia,MYS,2018,2189.378
Malaysia,MYS,2019,2226.571
Mexico,MEX,1965,557.961
Mexico,MEX,1966,617.434
Mexico,MEX,1967,651.734
Mexico,MEX,1968,725.072
Mexico,MEX,1969,745.599
Mexico,MEX,1970,809.426
Mexico,MEX,1971,762.639
Mexico,MEX,1972,788.841
Mexico,MEX,1973,815.323
Mexico,MEX,1974,822.835
Mexico,MEX,1975,731.632
Mexico,MEX,1976,808.904
Mexico,MEX,1977,874.159
Mexico,MEX,1978,724.217
Mexico,MEX,1979,799.299
Mexico,MEX,1980,730.714
Mexico,MEX,1981,1023.818
Mexico,MEX,1982,946.788
Mexico,MEX,1983,843.775
Mexico,MEX,1984,934.993
Mexico,MEX,1985,1099.234
Mexico,MEX,1986,883.872
Mexico,MEX,1987,831.342
Mexico,MEX,1988,910.091
Mexico,MEX,1989,1012.693
Mexico,MEX,1990,979.731
Mexico,MEX,1991,924.512
Mexico,MEX,1992,1058.578
Mexico,MEX,1993,1039.327
Mexico,MEX,1994,816.482
Mexico,MEX,1995,1031.106
Mexico,MEX,1996,1119.284
Mexico,MEX,1997,947.252
Mexico,MEX,1998,889.341
Mexico,MEX,1999,1105.479
Mexico,MEX,2000,1108.29
Mexico,MEX,2001,955.028
Mexico,MEX,2002,843.907
Mexico,MEX,2003,717.852
Mexico,MEX,2004,849.764
Mexico,MEX,2005,919.985
Mexico,MEX,2006,953.749
Mexico,MEX,2007,881.394
Mexico,MEX,2008,1138.339
Mexico,MEX,2009,823.931
Mexico,MEX,2010,1058.648
Mexico,MEX,2011,1024.666
Mexico,MEX,2012,942.592
Mexico,MEX,2013,864.516
Mexico,MEX,2014,1129.981
Mexico,MEX,2015,999.343
Mexico,MEX,2016,1009.83
Mexico,MEX,2017,1048.039
Mexico,MEX,2018,1116.305
Mexico,MEX,2019,1213.589
Morocco,MAR,1965,236.785
Morocco,MAR,1966,200.602
Morocco,MAR,1967,173.124
Morocco,MAR,1968,191.997
Morocco,MAR,1969,242.703
Morocco,MAR,1970,233.608
Morocco,MAR,1971,258.224
Morocco,MAR,1972,265.517
Morocco,MAR,1973,194.212
Morocco,MAR,1974,213.283
Morocco,MAR,1975,158.588
Morocco,MAR,1976,152.328
Morocco,MAR,1977,203.634
Morocco,MAR,1978,206.366
Morocco,MAR,1979,225.16
Morocco,MAR,1980,210.522
Morocco,MAR,1981,138.889
Morocco,MAR,1982,75.719
Morocco,MAR,1983,62.159
Morocco,MAR,1984,46.206
Morocco,MAR,1985,60.003
Morocco,MAR,1986,77.725
Morocco,MAR,1987,97.738
Morocco,MAR,1988,108.768
Morocco,MAR,1989,131.955
Morocco,MAR,1990,136.61
Morocco,MAR,1991,134.82
Morocco,MAR,1992,104.149
Morocco,MAR,1993,47.049
Morocco,MAR,1994,87.772
Morocco,MAR,1995,62.874
Morocco,MAR,1996,198.522
Morocco,MAR,1997,208.471
Morocco,MAR,1998,175.6
Morocco,MAR,1999,80.534
Morocco,MAR,2000,75.44
Morocco,MAR,2001,101.204
Morocco,MAR,2002,96.44
Morocco,MAR,2003,150.439
Morocco,MAR,2004,160.928
Morocco,MAR,2005,103.432
Morocco,MAR,2006,101.157
Morocco,MAR,2007,100.662
Morocco,MAR,2008,101.624
Morocco,MAR,2009,243.169
Morocco,MAR,2010,332.678
Morocco,MAR,2011,213.257
Morocco,MAR,2012,182.795
Morocco,MAR,2013,303.742
Morocco,MAR,2014,265.068
Morocco,MAR,2015,321.847
Morocco,MAR,2016,333.433
Morocco,MAR,2017,325.659
Morocco,MAR,2018,447.308
Morocco,MAR,2019,512.151
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,163.017
Netherlands,NLD,1976,175.613
Netherlands,NLD,1977,173.349
Netherlands,NLD,1978,240.553
Netherlands,NLD,1979,218.368
Netherlands,NLD,1980,201.049
Netherlands,NLD,1981,211.888
Netherlands,NLD,1982,51.494
Netherlands,NLD,1983,44.669
Netherlands,NLD,1984,3.271
Netherlands,NLD,1985,84.975
Netherlands,NLD,1986,106.003
Netherlands,NLD,1987,133.374
Netherlands,NLD,1988,160.379
Netherlands,NLD,1989,179.344
Netherlands,NLD,1990,150.537
Netherlands,NLD,1991,173.692
Netherlands,NLD,1992,186.822
Netherlands,NLD,1993,205.586
Netherlands,NLD,1994,230.806
Netherlands,NLD,1995,255.546
Netherlands,NLD,1996,327.522
Netherlands,NLD,1997,360.552
Netherlands,NLD,1998,413.878
Netherlands,NLD,1999,443.585
Netherlands,NLD,2000,521.91
Netherlands,NLD,2001,570.869
Netherlands,NLD,2002,677.302
Netherlands,NLD,2003,667.309
Netherlands,NLD,2004,884.349
Netherlands,NLD,2005,1227.005
Netherlands,NLD,2006,1340.852
Netherlands,NLD,2007,1457.395
Netherlands,NLD,2008,1713.72
Netherlands,NLD,2009,1974.985
Netherlands,NLD,2010,1916.664
Netherlands,NLD,2011,2138.938
Netherlands,NLD,2012,2160.109
Netherlands,NLD,2013,2080.873
Netherlands,NLD,2014,2026.027
Netherlands,NLD,2015,2269.991
Netherlands,NLD,2016,2361.884
Netherlands,NLD,2017,2839.579
Netherlands,NLD,2018,3177.822
Netherlands,NLD,2019,3730.772
New Zealand,NZL,1965,12019.191
New Zealand,NZL,1966,12669.711
New Zealand,NZL,1967,12696.661
New Zealand,NZL,1968,13262.993
New Zealand,NZL,1969,12980.945
New Zealand,NZL,1970,13744.412
New Zealand,NZL,1971,15141.838
New Zealand,NZL,1972,15663.273
New Zealand,NZL,1973,15185.015
New Zealand,NZL,1974,15476.5
New Zealand,NZL,1975,16623.85
New Zealand,NZL,1976,15398.409
New Zealand,NZL,1977,14572.999
New Zealand,NZL,1978,15394.905
New Zealand,NZL,1979,17722.575
New Zealand,NZL,1980,18551.007
New Zealand,NZL,1981,18693.228
New Zealand,NZL,1982,17380.093
New Zealand,NZL,1983,18500.018
New Zealand,NZL,1984,19011.787
New Zealand,NZL,1985,18188.791
New Zealand,NZL,1986,20146.416
New Zealand,NZL,1987,19872.428
New Zealand,NZL,1988,20610.914
New Zealand,NZL,1989,20512.905
New Zealand,NZL,1990,21085.819
New Zealand,NZL,1991,20700.05
New Zealand,NZL,1992,18915.915
New Zealand,NZL,1993,20558.296
New Zealand,NZL,1994,21908.444
New Zealand,NZL,1995,22840.077
New Zealand,NZL,1996,21535.27
New Zealand,NZL,1997,19240.968
New Zealand,NZL,1998,20867.749
New Zealand,NZL,1999,19110.947
New Zealand,NZL,2000,20179.792
New Zealand,NZL,2001,17742.791
New Zealand,NZL,2002,19514.169
New Zealand,NZL,2003,18206.511
New Zealand,NZL,2004,20445.646
New Zealand,NZL,2005,17935.111
New Zealand,NZL,2006,17933.178
New Zealand,NZL,2007,17982.157
New Zealand,NZL,2008,17363.23
New Zealand,NZL,2009,18883.24
New Zealand,NZL,2010,19561.491
New Zealand,NZL,2011,19790.085
New Zealand,NZL,2012,18294.652
New Zealand,NZL,2013,18155.634
New Zealand,NZL,2014,19162.891
New Zealand,NZL,2015,19380.116
New Zealand,NZL,2016,19835.591
New Zealand,NZL,2017,19027.171
New Zealand,NZL,2018,19288.619
New Zealand,NZL,2019,18841.714
North America,,1965,4294.213
North America,,1966,4444.089
North America,,1967,4782.647
North America,,1968,4812.396
North America,,1969,5297.26
North America,,1970,5325.709
North America,,1971,5548.931
North America,,1972,5834.683
North America,,1973,5952.676
North America,,1974,6430.492
North America,,1975,6239.391
North America,,1976,6174.731
North America,,1977,5517.647
North America,,1978,6288.152
North America,,1979,6360.987
North America,,1980,6331.099
North America,,1981,6363.097
North America,,1982,6718.597
North America,,1983,7000.958
North America,,1984,7124.855
North America,,1985,6872.238
North America,,1986,6949.511
North America,,1987,6548.601
North America,,1988,6148.776
North America,,1989,6516.814
North America,,1990,6835.958
North America,,1991,6866.294
North America,,1992,6627.876
North America,,1993,6936.919
North America,,1994,6684.323
North America,,1995,7219.053
North America,,1996,7686.118
North America,,1997,7603.529
North America,,1998,7039.662
North America,,1999,7132.158
North America,,2000,6801.561
North America,,2001,5908.624
North America,,2002,6456.117
North America,,2003,6368.054
North America,,2004,6367.372
North America,,2005,6603.96
North America,,2006,6817.207
North America,,2007,6662.069
North America,,2008,7153.413
North America,,2009,7314.014
North America,,2010,7380.361
North America,,2011,8201.128
North America,,2012,8012.081
North America,,2013,8278.178
North America,,2014,8369.171
North America,,2015,8441.648
North America,,2016,8979.202
North America,,2017,9535.462
North America,,2018,9575.206
North America,,2019,9646.9
North Macedonia,MKD,1990,683.312
North Macedonia,MKD,1991,1181.915
North Macedonia,MKD,1992,1184.292
North Macedonia,MKD,1993,730.847
North Macedonia,MKD,1994,974.045
North Macedonia,MKD,1995,1122.038
North Macedonia,MKD,1996,1187.085
North Macedonia,MKD,1997,1250.001
North Macedonia,MKD,1998,1495.197
North Macedonia,MKD,1999,1906.293
North Macedonia,MKD,2000,1597.053
North Macedonia,MKD,2001,845.619
North Macedonia,MKD,2002,1013.005
North Macedonia,MKD,2003,1823.318
North Macedonia,MKD,2004,1950.309
North Macedonia,MKD,2005,1948.201
North Macedonia,MKD,2006,2137.848
North Macedonia,MKD,2007,1299.184
North Macedonia,MKD,2008,1072.759
North Macedonia,MKD,2009,1610.34
North Macedonia,MKD,2010,3060.632
North Macedonia,MKD,2011,1793.731
North Macedonia,MKD,2012,1296.37
North Macedonia,MKD,2013,1964.602
North Macedonia,MKD,2014,1581.894
North Macedonia,MKD,2015,2468.654
North Macedonia,MKD,2016,2497.346
North Macedonia,MKD,2017,1556.27
North Macedonia,MKD,2018,2345.237
North Macedonia,MKD,2019,1597.488
Norway,NOR,1965,36886.89
Norway,NOR,1966,36068.223
Norway,NOR,1967,39117.16
Norway,NOR,1968,43825.012
Norway,NOR,1969,41436.302
Norway,NOR,1970,41428.768
Norway,NOR,1971,44988.655
Norway,NOR,1972,47602.846
Norway,NOR,1973,51100.352
Norway,NOR,1974,53379.231
Norway,NOR,1975,53594.243
Norway,NOR,1976,56516.476
Norway,NOR,1977,49471.135
Norway,NOR,1978,55231.218
Norway,NOR,1979,60491.905
Norway,NOR,1980,56842.516
Norway,NOR,1981,62911.058
Norway,NOR,1982,62485.864
Norway,NOR,1983,71170.427
Norway,NOR,1984,71091.164
Norway,NOR,1985,68483.347
Norway,NOR,1986,64115.48
Norway,NOR,1987,68528.304
Norway,NOR,1988,71910.556
Norway,NOR,1989,77844.228
Norway,NOR,1990,79375.047
Norway,NOR,1991,71798.683
Norway,NOR,1992,75638.697
Norway,NOR,1993,76877.008
Norway,NOR,1994,71595.968
Norway,NOR,1995,77487.149
Norway,NOR,1996,65865.571
Norway,NOR,1997,69140.327
